university,year,rank_display,ranking,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,lat,lng,_merge
Tsinghua University,2022,17,17,89,https://www.topuniversities.com/universities/tsinghua-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/tsinghua-university_626_small.jpg,Public,Very High,6,"5,420",XL,"6,174",39.903999,116.4075,matched (3)
Peking University,2017,39,39,81.300003,https://www.topuniversities.com/universities/peking-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/peking-university_50_small.jpg,Public,Very High,6,"5,436",XL,"5,302",39.903999,116.4075,matched (3)
Peking University,2020,22,22,84.300003,https://www.topuniversities.com/universities/peking-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/peking-university_50_small.jpg,Public,Very High,6,"5,436",XL,"5,302",39.903999,116.4075,matched (3)
Tsinghua University,2017,24,24,86,https://www.topuniversities.com/universities/tsinghua-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/tsinghua-university_626_small.jpg,Public,Very High,6,"5,420",XL,"6,174",39.903999,116.4075,matched (3)
Peking University,2019,30,30,82.599998,https://www.topuniversities.com/universities/peking-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/peking-university_50_small.jpg,Public,Very High,6,"5,436",XL,"5,302",39.903999,116.4075,matched (3)
Tsinghua University,2018,25,25,85.599998,https://www.topuniversities.com/universities/tsinghua-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/tsinghua-university_626_small.jpg,Public,Very High,6,"5,420",XL,"6,174",39.903999,116.4075,matched (3)
Tsinghua University,2021,15,15,89.199997,https://www.topuniversities.com/universities/tsinghua-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/tsinghua-university_626_small.jpg,Public,Very High,6,"5,420",XL,"6,174",39.903999,116.4075,matched (3)
Peking University,2022,18,18,88.800003,https://www.topuniversities.com/universities/peking-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/peking-university_50_small.jpg,Public,Very High,6,"5,436",XL,"5,302",39.903999,116.4075,matched (3)
Tsinghua University,2020,16,16,88.599998,https://www.topuniversities.com/universities/tsinghua-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/tsinghua-university_626_small.jpg,Public,Very High,6,"5,420",XL,"6,174",39.903999,116.4075,matched (3)
Tsinghua University,2019,17,17,87.199997,https://www.topuniversities.com/universities/tsinghua-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/tsinghua-university_626_small.jpg,Public,Very High,6,"5,420",XL,"6,174",39.903999,116.4075,matched (3)
Peking University,2018,38,38,80.800003,https://www.topuniversities.com/universities/peking-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/peking-university_50_small.jpg,Public,Very High,6,"5,436",XL,"5,302",39.903999,116.4075,matched (3)
Queen's University Belfast,2020,173,173,46.799999,https://www.topuniversities.com/universities/queens-university-belfast,United Kingdom,Belfast,Europe,https://www.topuniversities.com/sites/default/files/queens-university-belfast_592560cf2aeae70239af4c86_small.jpg,Public,Very High,10,"7,397",L,"1,951",54.596401,-5.9299998,matched (3)
Queen's University Belfast,2017,195,195,47.5,https://www.topuniversities.com/universities/queens-university-belfast,United Kingdom,Belfast,Europe,https://www.topuniversities.com/sites/default/files/queens-university-belfast_592560cf2aeae70239af4c86_small.jpg,Public,Very High,10,"7,397",L,"1,951",54.596401,-5.9299998,matched (3)
Queen's University Belfast,2019,180,180,45.900002,https://www.topuniversities.com/universities/queens-university-belfast,United Kingdom,Belfast,Europe,https://www.topuniversities.com/sites/default/files/queens-university-belfast_592560cf2aeae70239af4c86_small.jpg,Public,Very High,10,"7,397",L,"1,951",54.596401,-5.9299998,matched (3)
University of Bergen,2022,199,199,44.200001,https://www.topuniversities.com/universities/university-bergen,Norway,Bergen,Europe,https://www.topuniversities.com/sites/default/files/university-of-bergen_53_small.jpg,Public,Very High,7,832,M,"1,634",60.392502,5.3232999,matched (3)
University of Bergen,2021,194,194,43.400002,https://www.topuniversities.com/universities/university-bergen,Norway,Bergen,Europe,https://www.topuniversities.com/sites/default/files/university-of-bergen_53_small.jpg,Public,Very High,7,832,M,"1,634",60.392502,5.3232999,matched (3)
University of Bergen,2020,163,163,48.099998,https://www.topuniversities.com/universities/university-bergen,Norway,Bergen,Europe,https://www.topuniversities.com/sites/default/files/university-of-bergen_53_small.jpg,Public,Very High,7,832,M,"1,634",60.392502,5.3232999,matched (3)
University of Bergen,2019,171,171,46.799999,https://www.topuniversities.com/universities/university-bergen,Norway,Bergen,Europe,https://www.topuniversities.com/sites/default/files/university-of-bergen_53_small.jpg,Public,Very High,7,832,M,"1,634",60.392502,5.3232999,matched (3)
University of Bergen,2017,177,177,49.599998,https://www.topuniversities.com/universities/university-bergen,Norway,Bergen,Europe,https://www.topuniversities.com/sites/default/files/university-of-bergen_53_small.jpg,Public,Very High,7,832,M,"1,634",60.392502,5.3232999,matched (3)
University of Bergen,2018,164,164,52.099998,https://www.topuniversities.com/universities/university-bergen,Norway,Bergen,Europe,https://www.topuniversities.com/sites/default/files/university-of-bergen_53_small.jpg,Public,Very High,7,832,M,"1,634",60.392502,5.3232999,matched (3)
"University of California, Berkeley (UCB)",2018,27,27,84.900002,https://www.topuniversities.com/universities/university-california-berkeley-ucb,United States,Berkeley,North America,https://www.topuniversities.com/sites/default/files/university-of-california-berkeley-ucb_84_small.jpg,Public,Very High,11,"9,428",XL,"3,701",37.872299,-122.276,matched (3)
"University of California, Berkeley (UCB)",2021,30,30,80.800003,https://www.topuniversities.com/universities/university-california-berkeley-ucb,United States,Berkeley,North America,https://www.topuniversities.com/sites/default/files/university-of-california-berkeley-ucb_84_small.jpg,Public,Very High,11,"9,428",XL,"3,701",37.872299,-122.276,matched (3)
"University of California, Berkeley (UCB)",2022,32,32,82.5,https://www.topuniversities.com/universities/university-california-berkeley-ucb,United States,Berkeley,North America,https://www.topuniversities.com/sites/default/files/university-of-california-berkeley-ucb_84_small.jpg,Public,Very High,11,"9,428",XL,"3,701",37.872299,-122.276,matched (3)
"University of California, Berkeley (UCB)",2017,28,28,85.199997,https://www.topuniversities.com/universities/university-california-berkeley-ucb,United States,Berkeley,North America,https://www.topuniversities.com/sites/default/files/university-of-california-berkeley-ucb_84_small.jpg,Public,Very High,11,"9,428",XL,"3,701",37.872299,-122.276,matched (3)
"University of California, Berkeley (UCB)",2020,28,28,82.599998,https://www.topuniversities.com/universities/university-california-berkeley-ucb,United States,Berkeley,North America,https://www.topuniversities.com/sites/default/files/university-of-california-berkeley-ucb_84_small.jpg,Public,Very High,11,"9,428",XL,"3,701",37.872299,-122.276,matched (3)
"University of California, Berkeley (UCB)",2019,27,27,83.199997,https://www.topuniversities.com/universities/university-california-berkeley-ucb,United States,Berkeley,North America,https://www.topuniversities.com/sites/default/files/university-of-california-berkeley-ucb_84_small.jpg,Public,Very High,11,"9,428",XL,"3,701",37.872299,-122.276,matched (3)
Freie Universitaet Berlin,2019,130,130,53.400002,https://www.topuniversities.com/universities/freie-universitaet-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/freie-universitaet-berlin_215_small.jpg,Public,Very High,25,"6,659",XL,"1,389",52.516701,13.3833,matched (3)
Technische Universität Berlin (TU Berlin),2020,147,147,50.599998,https://www.topuniversities.com/universities/technische-universitat-berlin-tu-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/technische-universitt-berlin-tu-berlin_595_small.jpg,Public,Very High,10,"6,464",L,"2,331",52.516701,13.3833,matched (3)
Humboldt-Universität zu Berlin,2019,121,121,55.099998,https://www.topuniversities.com/universities/humboldt-universitat-zu-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/humboldt-universitt-zu-berlin_272_small.jpg,Public,Very High,17,"5,239",XL,"1,967",52.516701,13.3833,matched (3)
Technische Universität Berlin (TU Berlin),2019,147,147,49.900002,https://www.topuniversities.com/universities/technische-universitat-berlin-tu-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/technische-universitt-berlin-tu-berlin_595_small.jpg,Public,Very High,10,"6,464",L,"2,331",52.516701,13.3833,matched (3)
Freie Universitaet Berlin,2022,127,127,54.900002,https://www.topuniversities.com/universities/freie-universitaet-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/freie-universitaet-berlin_215_small.jpg,Public,Very High,25,"6,659",XL,"1,389",52.516701,13.3833,matched (3)
Humboldt-Universität zu Berlin,2021,117,117,54.5,https://www.topuniversities.com/universities/humboldt-universitat-zu-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/humboldt-universitt-zu-berlin_272_small.jpg,Public,Very High,17,"5,239",XL,"1,967",52.516701,13.3833,matched (3)
Freie Universitaet Berlin,2018,125,125,58.400002,https://www.topuniversities.com/universities/freie-universitaet-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/freie-universitaet-berlin_215_small.jpg,Public,Very High,25,"6,659",XL,"1,389",52.516701,13.3833,matched (3)
Technische Universität Berlin (TU Berlin),2018,144,144,55.200001,https://www.topuniversities.com/universities/technische-universitat-berlin-tu-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/technische-universitt-berlin-tu-berlin_595_small.jpg,Public,Very High,10,"6,464",L,"2,331",52.516701,13.3833,matched (3)
Humboldt-Universität zu Berlin,2017,121,121,58.900002,https://www.topuniversities.com/universities/humboldt-universitat-zu-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/humboldt-universitt-zu-berlin_272_small.jpg,Public,Very High,17,"5,239",XL,"1,967",52.516701,13.3833,matched (3)
Humboldt-Universität zu Berlin,2022,128,128,54.799999,https://www.topuniversities.com/universities/humboldt-universitat-zu-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/humboldt-universitt-zu-berlin_272_small.jpg,Public,Very High,17,"5,239",XL,"1,967",52.516701,13.3833,matched (3)
Technische Universität Berlin (TU Berlin),2021,148,148,50.799999,https://www.topuniversities.com/universities/technische-universitat-berlin-tu-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/technische-universitt-berlin-tu-berlin_595_small.jpg,Public,Very High,10,"6,464",L,"2,331",52.516701,13.3833,matched (3)
Humboldt-Universität zu Berlin,2018,120,120,59.200001,https://www.topuniversities.com/universities/humboldt-universitat-zu-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/humboldt-universitt-zu-berlin_272_small.jpg,Public,Very High,17,"5,239",XL,"1,967",52.516701,13.3833,matched (3)
Technische Universität Berlin (TU Berlin),2017,164,164,52.099998,https://www.topuniversities.com/universities/technische-universitat-berlin-tu-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/technische-universitt-berlin-tu-berlin_595_small.jpg,Public,Very High,10,"6,464",L,"2,331",52.516701,13.3833,matched (3)
Freie Universitaet Berlin,2017,123,123,58.700001,https://www.topuniversities.com/universities/freie-universitaet-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/freie-universitaet-berlin_215_small.jpg,Public,Very High,25,"6,659",XL,"1,389",52.516701,13.3833,matched (3)
Freie Universitaet Berlin,2021,130,130,53.200001,https://www.topuniversities.com/universities/freie-universitaet-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/freie-universitaet-berlin_215_small.jpg,Public,Very High,25,"6,659",XL,"1,389",52.516701,13.3833,matched (3)
Freie Universitaet Berlin,2020,130,130,53,https://www.topuniversities.com/universities/freie-universitaet-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/freie-universitaet-berlin_215_small.jpg,Public,Very High,25,"6,659",XL,"1,389",52.516701,13.3833,matched (3)
Technische Universität Berlin (TU Berlin),2022,159,159,49.299999,https://www.topuniversities.com/universities/technische-universitat-berlin-tu-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/technische-universitt-berlin-tu-berlin_595_small.jpg,Public,Very High,10,"6,464",L,"2,331",52.516701,13.3833,matched (3)
Humboldt-Universität zu Berlin,2020,120,120,54.5,https://www.topuniversities.com/universities/humboldt-universitat-zu-berlin,Germany,Berlin,Europe,https://www.topuniversities.com/sites/default/files/humboldt-universitt-zu-berlin_272_small.jpg,Public,Very High,17,"5,239",XL,"1,967",52.516701,13.3833,matched (3)
University of Bern,2021,114,114,54.900002,https://www.topuniversities.com/universities/university-bern,Switzerland,Bern,Europe,https://www.topuniversities.com/sites/default/files/university-of-bern_55_small.jpg,Public,Very High,8,"1,776",M,"1,212",46.948002,7.4474001,matched (3)
